puzzle_id,heuristic,time_seconds,backtracks,solved,empty_cells
130,random,0.05626082420349121,10230,True,45
130,mrv,0.004221439361572266,0,True,45
131,sequential,0.0003139972686767578,62,True,47
131,random,0.08208584785461426,14504,True,47
131,mrv,0.0038492679595947266,0,True,47
132,sequential,0.0002224445343017578,29,True,46
132,random,0.04529452323913574,8162,True,46
132,mrv,0.004115581512451172,0,True,46
133,sequential,0.00015687942504882812,9,True,46
133,random,0.021741390228271484,3875,True,46
133,mrv,0.0038645267486572266,0,True,46
134,sequential,0.0016100406646728516,448,True,44
134,random,0.027540922164916992,4872,True,44
134,mrv,0.003645658493041992,0,True,44
135,sequential,0.00023055076599121094,33,True,47
135,random,0.09028911590576172,16139,True,47
135,mrv,0.0041828155517578125,0,True,47
136,sequential,0.0003497600555419922,76,True,46
136,random,0.00438690185546875,798,True,46
136,mrv,0.0039980411529541016,0,True,46
137,sequential,0.0007200241088867188,203,True,42
137,random,0.19212031364440918,31516,True,42
137,mrv,0.004245758056640625,0,True,42
138,sequential,0.0001881122589111328,13,True,48
138,random,0.11057662963867188,19760,True,48
138,mrv,0.004252910614013672,0,True,48
139,sequential,0.0003261566162109375,63,True,47
139,random,0.1060795783996582,19029,True,47
139,mrv,0.004098653793334961,0,True,47
140,sequential,0.0003523826599121094,78,True,47
140,random,0.0011553764343261719,174,True,47
140,mrv,0.004027366638183594,0,True,47
141,sequential,0.0010662078857421875,314,True,48
141,random,0.17240047454833984,30928,True,48
141,mrv,0.004334926605224609,0,True,48
142,sequential,0.00037670135498046875,84,True,45
142,random,0.2378687858581543,42621,True,45
142,mrv,0.004038810729980469,0,True,45
143,sequential,0.00015783309936523438,10,True,45
143,random,0.001966714859008789,329,True,45
143,mrv,0.00395655632019043,0,True,45
144,sequential,0.000743865966796875,190,True,46
144,random,0.08407855033874512,15245,True,46
144,mrv,0.0039081573486328125,0,True,46
145,sequential,0.0011661052703857422,355,True,45
145,random,0.10651373863220215,18751,True,45
145,mrv,0.0043408870697021484,0,True,45
146,sequential,0.0005230903625488281,135,True,46
146,random,0.04814648628234863,8795,True,46
146,mrv,0.003978729248046875,0,True,46
147,sequential,0.0002288818359375,40,True,44
147,random,0.018639087677001953,3271,True,44
147,mrv,0.0038063526153564453,0,True,44
148,sequential,0.0003027915954589844,50,True,45
148,random,0.0763545036315918,13310,True,45
148,mrv,0.0043370723724365234,0,True,45
149,sequential,0.0001399517059326172,4,True,46
149,random,0.05609250068664551,9956,True,46
149,mrv,0.003987789154052734,0,True,46
150,sequential,0.00019478797912597656,20,True,46
150,random,0.1487884521484375,26617,True,46
150,mrv,0.0043413639068603516,0,True,46
151,sequential,0.0003032684326171875,57,True,44
151,random,0.031385183334350586,5394,True,44
151,mrv,0.003814697265625,0,True,44
152,sequential,0.00034546852111816406,61,True,46
